TaxonLevel1,TaxonLevel2,TaxonLevel3,TaxonLevel4,TaxonLevel5,TaxonLevel6,TaxonLevel7,TaxonLevel8,,sample-id,miami25-1-1,miami25-1-10,miami25-1-11,miami25-1-12,miami25-1-13,miami25-1-14,miami25-1-15,miami25-1-16,miami25-1-17,miami25-1-18,miami25-1-19,miami25-1-2,miami25-1-20,miami25-1-21,miami25-1-22,miami25-1-23,miami25-1-24,miami25-1-25,miami25-1-26,miami25-1-27,miami25-1-28,miami25-1-29,miami25-1-3,miami25-1-30,miami25-1-31,miami25-1-32,miami25-1-33,miami25-1-34,miami25-1-35,miami25-1-36,miami25-1-37,miami25-1-38,miami25-1-39,miami25-1-4,miami25-1-5,miami25-1-6,miami25-1-7,miami25-1-8,miami25-1-9,miami25-2-1,miami25-2-10,miami25-2-11,miami25-2-12,miami25-2-13,miami25-2-14,miami25-2-15,miami25-2-16,miami25-2-17,miami25-2-18,miami25-2-19,miami25-2-2,miami25-2-20,miami25-2-21,miami25-2-22,miami25-2-23,miami25-2-24,miami25-2-25,miami25-2-26,miami25-2-27,miami25-2-28,miami25-2-29,miami25-2-3,miami25-2-30,miami25-2-31,miami25-2-32,miami25-2-33,miami25-2-34,miami25-2-35,miami25-2-37,miami25-2-38,miami25-2-39,miami25-2-4,miami25-2-5,miami25-2-6,miami25-2-7,miami25-2-8,miami25-2-9,miami25-3-1,miami25-3-10,miami25-3-11,miami25-3-12,miami25-3-13,miami25-3-14,miami25-3-16,miami25-3-17,miami25-3-18,miami25-3-19,miami25-3-2,miami25-3-20,miami25-3-21,miami25-3-22,miami25-3-23,miami25-3-24,miami25-3-25,miami25-3-26,miami25-3-27,miami25-3-28,miami25-3-29,miami25-3-3,miami25-3-30,miami25-3-31,miami25-3-32,miami25-3-33,miami25-3-34,miami25-3-35,miami25-3-36,miami25-3-37,miami25-3-38,miami25-3-39,miami25-3-4,miami25-3-5,miami25-3-6,miami25-3-7,miami25-3-8,miami25-3-9,miami25-1-41,miami25-1-42,miami25-1-43,miami25-1-44,miami25-1-46,miami25-1-47,miami25-1-48,miami25-1-49,miami25-1-50,miami25-1-51,miami25-1-52,miami25-1-53,miami25-2-41,miami25-2-42,miami25-2-43,miami25-2-44,miami25-2-45,miami25-2-46,miami25-2-47,miami25-2-48,miami25-2-49,miami25-2-50,miami25-2-51,miami25-2-52,miami25-2-53,miami25-3-41,miami25-3-42,miami25-3-43,miami25-3-44,miami25-3-45,miami25-3-46,miami25-3-48,miami25-3-49,miami25-3-50,miami25-3-51,miami25-3-52,miami25-3-53
Holozoa, Animalia, Arthropoda, Maxillopoda, Cyclopoida, Cyclopoida, Cyclopoida, Xarifia_sp.,,2177f3864d66b334befb25f70298ec2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Mollusca, Gastropoda, Caenogastropoda, Caenogastropoda, Caenogastropoda, Truncatella_guerinii,,21c1bee412c51c6df1ceab3b549ddbf5,67,0,284,0,0,24,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,143,0,7,0,0,0,69,0,128,13,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,66,0,16,0,0,0,112,0,141,0,0,0,0,0,0,9,145,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,0,0,0,0,0,466,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Bryozoa, Gymnolaemata, Cheilostomatida, Cheilostomatida, Cheilostomatida, Eucratea_loricata,,22303df3905112f45bb7fb64fb582504,47,0,4084,10,5,105,19,24,0,2,0,120,0,7,2,63,0,0,0,0,7,3,3,0,0,0,2,0,0,0,0,0,0,364,297,29,0,0,6,24,0,860,4,7,18,0,11,2,7,0,0,0,0,2,103,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,213,182,57,0,0,4,35,0,285,0,0,3,32,0,11,14,81,0,0,9,129,0,0,0,0,8,13,8,3,0,0,0,0,0,0,0,0,0,983,187,201,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Rotifera, Bdelloidea, Adinetida, Adinetida, Adinetida, Philodina_sp.,,233cc71f76ffa44996a2c3063949e6c1,0,0,0,0,0,0,0,180,635,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,421,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,463,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Cyclopoida, Cyclopoida, Cyclopoida, Scambicornus_sp.,,23474c287badff8292831b96fbb7b5ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Annelida, Polychaeta, Eunicida, Eunicida, Eunicida, Dorvillea_cf.,,2376ed0636dc5d86eff5932696558c23,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Misophrioida, Misophrioida, Misophrioida, Misophriopsis_okinawensis,,2401b6d4b5371fd689cbf60965664292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,1476,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1273,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,1875,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Cyclopoida, Cyclopoida, Cyclopoida, uncultured_eukaryote,,24249caf811f3265d5bdba269b87401e,0,0,0,0,1244,939,1931,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,8,0,0,0,0,0,0,0,1638,588,2253,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1010,1228,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,47,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Cyclopoida, Cyclopoida, Cyclopoida, Eucyclops_speratus,,24289118169d23bf6c6da7ca27fa2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Nematozoa, Enoplea, Enoplida, Enoplida, Enoplida, Anoplostoma_sp.,,244a38ecca1ff79c5ba0be3b8555998e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0
Holozoa, Animalia, Rotifera, Monogononta, Ploimida, Ploimida, Ploimida, Trichocerca_rattus,,24602bb9dd9911fe149929481416acc8,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,25,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,18,35,0,0,0,0,0,0,0,0,25,0,0,0,0,0,13,0,0,0,0,0,0,10,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Nematozoa, Enoplea, Enoplida, Enoplida, Enoplida, Pontonema_vulgare,,248b9b25c522826a9d42ec46ffdeffd9,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0
Holozoa, Animalia, Platyhelminthes, Rhabditophora, Polycladida, Polycladida, Polycladida, Stylochus_zebra,,24c6e9977f35b05fce6f83e1c63cbc98,0,0,0,0,0,0,0,710,0,0,0,102,0,0,0,1556,0,9,0,0,151,0,574,210,0,0,0,0,0,491,0,0,0,0,0,1006,0,14,0,0,0,0,0,0,0,0,565,0,0,0,17,85,0,0,2010,0,26,0,0,586,7,296,459,0,0,0,39,0,656,0,0,0,0,1259,0,23,0,0,0,0,0,0,0,970,0,0,0,154,84,0,0,7941,0,13,0,0,1220,9,1454,1180,0,0,0,57,0,343,0,0,0,0,0,11462,10,6,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Annelida, Polychaeta, Eunicida, Eunicida, Eunicida, Hyalinoecia_tubicola,,24d0a9c07cf76c868b6d00e94d4c9502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Gastrotricha, Gastrotricha, Chaetonotida, Chaetonotida, Chaetonotida, Chaetonotus_sp.,,24f6a76ebb6bb2416c75dbc23d934a8c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Rotifera, Bdelloidea, Adinetida, Adinetida, Adinetida, Biomphalaria_glabrata,,256ca4cc12182f920c423eda52426337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Harpacticoida, Harpacticoida, Harpacticoida, Bereraia_sp.,,2598df33e0482bf10bbb0763263c0f8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Calanoida, Calanoida, Calanoida, uncultured_eukaryote,,25e918ad0bfb1e553c698abf25dc8776,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Harpacticoida, Harpacticoida, Harpacticoida, Miracia_efferata,,260569ca1ed1d3dbf5ec40be265418f2,0,0,0,0,23,45,200,15,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,189,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,317,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,79,23,0,0,0,31,0,0,0,0,0,0,0,0,0,0,52,0,18,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Rotifera, Monogononta, Ploimida, Ploimida, Ploimida, Epiphanes_senta,,260ad873b6f3a3d3f2d7f72f51cafd23,0,0,13,0,0,0,0,23,93,0,0,0,0,0,0,6,0,0,113,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,23,110,35,0,0,0,0,0,0,0,0,68,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,60,173,70,0,0,0,0,0,0,0,0,135,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Rotifera, Monogononta, Ploimida, Ploimida, Ploimida, Encentrum_tectipes,,261a1c08ab951d87dab67a4b0a1d7dbe,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Calanoida, Calanoida, Calanoida, uncultured_eukaryote,,26798aa8397fa09a4c8e8bd9d0754800,128,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,239,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,173,0,0,0,0,459,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,220,0,263,0,0,0,0,0,0,133,0,0,295,100,174,0,0,0,0,0,354,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Tardigrada, Eutardigrada, Parachaela, Parachaela, Parachaela, Thulinius_stephaniae,,26e039f0278bde960796bc15e277c6ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Cyclopoida, Cyclopoida, Cyclopoida, Xarifia_sp.,,26e61930d0a2dd4bed56eec1222ff3fb,0,0,0,0,29,0,0,0,0,0,0,0,0,82,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,18,0,0,0,0,0,0,0,29,0,0,0,0,3,0,0,0,60,133,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,0,0,0,0,0,0,0,18,0,0,0,4,0,0,6,90,379,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Platyhelminthes, Rhabditophora, Rhabdocoela, Kalyptorhynchia, Kalyptorhynchia, Cheliplana_cf.,,2711aa8559fd83928e4d22bea0782390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,2641,0,0,0,0,0,0,0,0,0,0,0,5137,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Siphonostomatoida, Siphonostomatoida, Siphonostomatoida, Ecbathyrion_prolixicauda,,2760d07df6567d655f89f7a5d76ec405,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,195,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,204,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,422,826,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,164,0,0,0,0,0,0,10,0,0,13,0,0,455,0,0,0,0,0,0,0,0,0,27,0,325,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Cyclopoida, Cyclopoida, Cyclopoida, Apocyclops_royi,,27d65efcbf05b77e61f2addb54360d6f,0,57,0,0,0,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,71,34,0,0,0,273,937,991,0,12,0,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,34,0,0,0,698,1592,1342,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,0,0,0,249,470,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Nematozoa, Enoplea, Enoplida, Enoplida, Enoplida, Pontonema_vulgare,,28081b3495a1e8c842e14ad8cd2f3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,25,0,1203,0,0,0,0,0,0,1263,0,0,36,0,0,548,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Nematozoa, Enoplea, Triplonchida, Triplonchida, Triplonchida, Prismatolaimus_intermedius,,290228256bcea3eb7025351c4e73ce55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
Holozoa, Animalia, Arthropoda, Maxillopoda, Cyclopoida, Cyclopoida, Cyclopoida, Daphnia_pulex,,29392db03951d8b2a3e9ea07d3274cc6,0,0,50,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,960,704,0,0,28,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,1459,740,0,0,27,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,403,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holozoa, Animalia, Xenacoelomorpha, Acoela, Acoela, Acoela, Acoela, Philocelis_brueggemanni,,2969ee5acfda85ffb7b58e65a34e9c44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Holozoa, Animalia, Rotifera, Monogononta, Ploimida, Ploimida, Ploimida, metagenome,,29f132ddb8f5fed0a2483ac18be6afbb,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,94,0,0,0,0,0,0,0,0,0,71,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
